When Did Students Arrive for Class (min)?,,,,
11,-13,-12,21,-14
13,-15,7,-2,89
-130,11,6,28,12
26,0,-2,20,-7
-5,-1,5,8,20
17,-2,24,1,-8
-7,-14,28,8,13
-14,-15,27,-15,5
