Burrow,Status,Xcoord,Ycoord,Z,Watershed,Dew5m,Dew15m,Slope5m,Slope15m,Shrub5m,Shrub15m,Rock5m,Rock15m
i461,1,128383.6797,1031544.438,522.28,4,934,930,678,478,231,2030,1702,16134
i462,0,128379.1328,1031543.938,521.72,4,936,936,815,897,295,2030,1538,16134
i463,1,128376.4141,1031547.563,521.04,4,937,936,918,897,329,3225,1375,12385
i464,1,128376.375,1031546.625,521.11,4,937,936,918,897,295,2030,1538,16134
i465,1,128375.9766,1031545.875,521.11,4,937,936,918,897,246,2030,1534,16134
i466,1,128375.0859,1031546.438,520.94,4,937,936,918,897,246,2030,1534,16134
i467,1,128374.3828,1031545.688,520.89,4,937,936,918,897,246,3744,1534,13899
i468,0,128374.4844,1031546.688,520.83,4,937,936,918,897,246,3744,1534,13899
i469,1,128372.75,1031546.063,520.58,4,937,936,959,897,246,3744,1534,13899
i47,0,128317.9297,1031513.063,520.82,4,859,858,1506,1585,760,5342,1248,12006
i470,0,128367.9297,1031551.5,519.32,4,937,937,1341,1595,235,3425,1542,11125
i471,0,128366.8438,1031538.938,520.18,4,937,937,1341,1595,574,3744,1316,13899
i472,0,128366.1406,1031537.688,520.04,4,937,936,1447,1564,356,3744,1675,13899
i473,1,128364.2969,1031533.875,519.89,4,937,936,1447,1564,126,3744,1973,13899
i474,0,128362.5078,1031534.188,519.68,4,937,936,1529,1564,754,3744,1245,13899
i475,1,128362,1031526.125,520.87,4,937,936,1733,1564,318,2881,1557,14832
i476,0,128367,1031519.563,522.21,4,937,937,1247,1356,501,2881,1399,14832
i477,0,128367.6016,1031520,522.36,4,937,937,1247,1356,385,2881,1633,14832
i478,1,128366.7422,1031499.75,523.66,4,937,936,1266,1318,362,2271,1659,14851
i479,1,128365.8281,1031497.188,523.7,4,935,936,1438,1318,116,2271,1932,14851
i48,0,128314.5859,1031502.25,524.26,4,903,892,1731,1662,308,4524,1615,12226
i480,1,128366.5703,1031499.688,523.64,4,937,936,1266,1318,362,2271,1659,14851
i481,1,128362.6875,1031494.25,523.7,4,935,936,1239,1318,312,2271,1280,14851
i482,1,128360.0313,1031492.625,523.56,4,934,931,1342,1153,268,2271,1386,14851
i483,1,128356.7109,1031490.625,523.3,4,931,931,1311,1153,580,5293,1339,11955
i484,0,128360.5547,1031517.75,520.96,4,937,937,1443,1356,675,2881,1260,14832
i485,0,128358.0703,1031525.813,519.42,4,936,936,1733,1564,437,4216,1430,12527
i486,0,128359.1563,1031528,519.41,4,936,936,1733,1564,318,4216,1557,12527
i487,0,128360.8438,1031535.063,519.2,4,937,936,1529,1564,754,3744,1245,13899
i488,1,128360.5859,1031543.5,517.95,4,937,937,1770,1595,703,3744,1071,13899
i489,1,128362.8906,1031548.063,518.24,4,937,937,1753,1595,104,3425,1309,11125
i49,0,128313.2109,1031501.125,524.65,4,903,892,1731,1662,726,4524,1019,12226
i490,0,128356.8203,1031539.375,517.43,4,937,937,1737,1595,438,4610,1485,12381
i491,0,128356.625,1031537.063,517.66,4,937,936,1598,1564,401,4610,1451,12381
i492,0,128355.5703,1031537.188,517.37,4,937,936,1598,1564,401,4610,1451,12381
i493,1,128355.75,1031530.563,518.4,4,936,936,1544,1564,499,4216,1260,12527
i494,0,128354.7813,1031509.813,520.48,4,937,937,1457,1356,410,4516,1513,12849
i495,0,128350.5,1031490.188,522.53,4,922,924,1317,1270,407,5293,1583,11955
i496,0,128352.0625,1031498.688,521.49,4,935,934,1336,1177,608,5293,1297,11955
i497,0,128354.7031,1031497.813,521.44,4,935,936,1287,1318,450,5293,1586,11955
i498,0,128351.4922,1031500.625,521.71,4,935,934,1336,1177,608,5293,1297,11955
i499,1,128352.4609,1031501.25,521.21,4,935,934,1336,1177,608,5293,1297,11955
i5,0,128340.1641,1031518.625,515.77,4,919,932,763,966,2301,9446,19,6849
i50,0,128311.7188,1031504.063,524.21,4,876,892,1749,1662,761,4754,1253,12838
i500,1,128351.7109,1031504.75,520.83,4,937,934,1314,1177,539,4516,1414,12849
i501,0,128351.0703,1031505,520.2,4,937,934,1314,1177,539,4516,1414,12849
i502,1,128352.1797,1031506.375,520.29,4,937,934,1314,1177,539,4516,1414,12849
i503,1,128352.4688,1031507.063,520.29,4,937,934,1314,1177,488,4516,1443,12849
i504,1,128349.8281,1031512.188,519.09,4,937,932,1238,966,281,4516,1697,12849
i505,0,128349.7422,1031512.688,519.01,4,937,932,1238,966,281,4516,1697,12849
i506,0,128348.3359,1031511,518.95,4,937,932,1238,966,439,4516,1479,12849
i507,0,128351.4219,1031525.75,517.76,4,934,927,1347,1228,563,4216,1326,12527
i508,1,128355.5469,1031545.813,516.52,4,937,937,1789,1595,499,4610,1447,12381
i509,1,128352.375,1031539.625,516.18,4,936,930,1715,1382,472,4610,1467,12381
i51,0,128314.9766,1031503.375,523.76,4,893,892,1664,1662,1046,5342,791,12006
i510,0,128348.6797,1031527.125,516.85,4,934,927,1347,1228,555,4216,1202,12527
i511,1,128349.7266,1031527.563,517.14,4,934,927,1347,1228,563,4216,1326,12527
i512,0,128348.1641,1031522.313,517.24,4,935,932,1283,966,538,4216,1263,12527
i513,0,128348.9453,1031520.563,517.69,4,935,932,1283,966,538,4216,1263,12527
i514,0,128346.5234,1031520.938,516.95,4,931,932,1026,966,538,4216,1263,12527
i515,1,128354.4141,1031520.875,519.19,4,937,937,1463,1356,328,4216,1548,12527
i516,0,128346.2422,1031515.375,517.47,4,932,932,931,966,515,4516,1449,12849
i517,0,128345.3438,1031534.563,514.82,4,927,927,1413,1228,643,4610,1166,12381
i518,1,128348.5781,1031539.75,515.04,4,936,930,1715,1382,465,4610,1468,12381
i519,1,128335.3281,1031562.813,512.06,4,879,859,1270,1516,373,7405,1497,8231
i52,1,128315.6172,1031505.5,523.03,4,893,892,1664,1662,1046,5342,791,12006
i520,0,128331.8438,1031536.688,515.27,4,877,877,1401,1162,524,4856,1037,9673
i521,0,128324.5547,1031524.563,517.98,4,840,877,1061,1162,28,2582,2094,14541
i522,1,128318.5156,1031534.75,518.55,4,853,848,1542,1425,196,3497,1728,12208
i523,1,128318.3359,1031538,518.37,4,853,848,1542,1425,196,3497,1728,12208
i524,1,128320.3359,1031537.563,517.92,4,853,848,1542,1425,196,3497,1728,12208
i525,0,128321.5547,1031537.188,517.7,4,853,848,1542,1425,196,3497,1728,12208
i526,0,128321.5469,1031537.375,517.69,4,853,848,1542,1425,196,3497,1728,12208
i527,0,128323.7578,1031536.5,517.4,4,862,877,1474,1162,154,3497,1579,12208
i528,0,128321.9297,1031541.625,517.45,4,848,848,1684,1773,361,3497,1002,12208
i529,1,128321,1031542.813,517.72,4,848,848,1684,1773,361,3497,1002,12208
i53,0,128313.2344,1031506,523.26,4,893,892,1664,1662,761,4754,1253,12838
i530,0,128326.6875,1031546.438,515.68,4,851,862,1766,1495,661,3497,1056,12208
i531,0,128326.3594,1031548.375,515.48,4,854,862,1877,1495,408,3473,1387,11093
i532,1,128326.3516,1031552.375,515.01,4,854,862,1877,1495,503,3473,1201,11093
i533,1,128325.1953,1031552.938,515.28,4,854,862,1877,1495,503,3473,1201,11093
i534,0,128327.1016,1031557.313,514.53,4,853,859,1859,1516,470,3473,1132,11093
i535,1,128324.8281,1031562.125,514.78,4,851,859,1812,1516,998,3473,545,11093
i536,1,128323.3047,1031562.125,515.18,4,851,859,1812,1516,998,3473,545,11093
i537,1,128376.7188,1031473.063,528.4,4,923,921,956,997,147,1800,2099,17461
i538,0,128376.25,1031471.563,528.7,4,911,921,1012,997,705,2626,1287,16009
i539,0,128375.2891,1031470.563,528.68,4,911,921,1012,997,857,2626,1056,16009
i54,0,128312.2813,1031506.313,523.29,4,876,892,1749,1662,761,4754,1253,12838
i540,1,128387.7656,1031487.875,526.88,4,943,901,690,773,98,1704,2083,18460
i541,0,128283.7891,1031499.5,529.67,4,853,856,645,673,458,756,1636,19130
i542,0,128271.0547,1031518.313,530.81,4,842,845,646,489,445,2567,1439,14522
i543,0,128271.2344,1031519.313,530.71,4,842,845,646,489,445,2567,1439,14522
i544,1,128265.8047,1031522.188,531.4,4,843,845,678,489,256,2563,1713,14858
i545,0,128265.4453,1031523.813,531.39,4,841,844,509,761,256,2563,1713,14858
i546,0,128269.3125,1031521.563,531.05,4,842,845,646,489,329,2563,1609,14858
i547,0,128268.8203,1031524.563,531.09,4,841,844,746,761,329,2563,1609,14858
i548,0,128269.3594,1031525.875,530.92,4,841,844,746,761,356,2563,1324,14858
i549,0,128270.4766,1031524.25,530.72,4,841,844,746,761,329,2567,1609,14522
i55,1,128311.7109,1031507.375,523.21,4,876,892,1749,1662,608,4754,1408,12838
i550,0,128272.875,1031522.563,530.08,4,842,845,646,489,82,2567,2023,14522
i551,0,128271.25,1031525.875,530.4,4,841,844,746,761,356,2567,1324,14522
i552,0,128265.7969,1031527.25,531.41,4,841,844,509,761,398,2563,1423,14858
i553,0,128266.9375,1031528.563,531.31,4,848,844,499,761,398,2563,1423,14858
i554,0,128268.6875,1031528.188,531.1,4,845,844,827,761,356,2563,1324,14858
i555,0,128264.6094,1031530.25,531.55,4,848,844,499,761,318,2563,1518,14858
i556,0,128265.6016,1031530.875,531.5,4,848,844,499,761,318,2563,1518,14858
i557,0,128266.1016,1031530.375,531.36,4,848,844,499,761,318,2563,1518,14858
i558,0,128266.2891,1031531,531.37,4,848,844,499,761,318,2563,1518,14858
i559,0,128267.6094,1031530.25,531.23,4,848,844,499,761,318,2563,1518,14858
i56,0,128316.2266,1031506.563,522.63,4,893,892,1664,1662,1046,5342,791,12006
i560,0,128268.2266,1031529.688,531.13,4,845,844,827,761,318,2563,1518,14858
i561,0,128268.3828,1031530.125,531.12,4,845,844,827,761,306,2563,1428,14858
i562,0,128269.5078,1031530.5,530.78,4,845,844,827,761,306,2563,1428,14858
i563,0,128269.6094,1031529.5,530.87,4,845,844,827,761,306,2563,1428,14858
i564,0,128271.1563,1031530.063,530.2,4,845,844,827,761,306,2567,1428,14522
i565,0,128271.9766,1031530.125,530.06,4,845,844,827,761,306,2567,1428,14522
i566,0,128270.0469,1031531.375,530.51,4,845,844,827,761,306,2567,1428,14522
i567,0,128270.6016,1031532.25,530.31,4,845,844,827,761,306,2567,1428,14522
i568,0,128267.8125,1031532.875,531.1,4,848,844,499,761,318,2119,1518,13656
i569,0,128267.0391,1031532.813,531.24,4,848,844,499,761,318,2119,1518,13656
i57,1,128313.5859,1031510.438,522.44,4,870,858,1505,1585,593,4754,1435,12838
i570,0,128266.3594,1031533.313,531.39,4,843,844,617,761,318,2119,1518,13656
i571,0,128266.3516,1031534.25,531.37,4,843,844,617,761,355,2119,1540,13656
i572,0,128271.7266,1031534.25,529.92,4,846,844,832,761,376,3697,1276,12239
i573,0,128268.8438,1031535.813,530.89,4,846,844,832,761,376,2119,1276,13656
i574,0,128267.6875,1031536.125,531.2,4,843,844,617,761,355,2119,1540,13656
i575,0,128266.1484,1031538.625,531.29,4,842,855,758,1039,315,2119,1520,13656
i576,1,128266.1406,1031539.438,531.28,4,842,855,758,1039,315,2119,1520,13656
i577,0,128267.6328,1031538.063,531.13,4,842,855,758,1039,355,2119,1540,13656
i578,1,128267.8672,1031540.5,531.02,4,842,855,758,1039,315,2119,1520,13656
i579,0,128267.4844,1031542.125,531.15,4,842,855,758,1039,315,2119,1520,13656
i58,0,128312.0781,1031509.125,522.87,4,853,858,1643,1585,608,4754,1408,12838
i580,0,128268.6406,1031541.563,530.69,4,846,855,924,1039,399,2119,1267,13656
i581,0,128268.8359,1031538.188,530.79,4,846,855,924,1039,376,2119,1276,13656
i582,1,128269.2188,1031538.188,530.69,4,846,855,924,1039,376,2119,1276,13656
i583,0,128269.2578,1031538.188,530.69,4,846,855,924,1039,376,2119,1276,13656
i584,0,128269.3828,1031538.188,530.67,4,846,855,924,1039,376,2119,1276,13656
i585,0,128269.7109,1031540.313,530.46,4,846,855,924,1039,399,2119,1267,13656
i586,0,128269.9141,1031540,530.41,4,846,855,924,1039,399,3697,1267,12239
i587,0,128270.2188,1031541.75,530.19,4,846,855,924,1039,399,3697,1267,12239
i588,0,128270.5938,1031540.688,530.14,4,846,855,924,1039,399,3697,1267,12239
i589,1,128269.9375,1031537.813,530.5,4,846,844,832,761,376,3697,1276,12239
i59,0,128309.9453,1031508.813,523.44,4,853,858,1643,1585,608,4754,1408,12838
i590,0,128270.6094,1031538.313,530.22,4,846,855,924,1039,376,3697,1276,12239
i591,0,128270.5859,1031537.75,530.23,4,846,844,832,761,376,3697,1276,12239
i592,0,128270.8438,1031538.188,530.09,4,846,855,924,1039,376,3697,1276,12239
i593,0,128272.2344,1031540.625,529.76,4,846,855,924,1039,399,3697,1267,12239
i594,0,128273.6328,1031533.75,529.82,4,846,844,1038,761,106,3697,1837,12239
i595,0,128289.8984,1031515.313,527.77,4,848,849,1372,1079,183,2526,1741,15557
i596,0,128289.9844,1031514.75,527.75,4,848,849,1372,1079,183,2526,1741,15557
i597,1,128290.1406,1031525.438,526.96,4,848,848,1492,1376,361,3511,1456,12393
i598,0,128278.4063,1031535.938,529.16,4,849,848,1286,1376,577,3697,1325,12239
i599,0,128285.0156,1031537.313,527.3,4,849,848,1478,1376,512,3236,1103,11364
i6,0,128341.0938,1031509.563,517.67,4,941,932,618,966,811,7897,967,8696
i60,0,128309.5547,1031509.813,523.5,4,853,858,1643,1585,608,4754,1408,12838
i600,1,128293.9766,1031523.563,526.22,4,849,850,1607,1629,376,3511,1303,12393
i601,1,128299.7188,1031520.563,525.12,4,849,850,1639,1581,470,3511,1336,12393
i602,0,128302.3438,1031542.25,522.07,4,844,847,1344,1419,541,4973,1114,10694
i603,0,128302.0938,1031528.188,523.48,4,850,850,1666,1629,206,3916,1808,13609
i604,0,128301.7656,1031530.188,523.44,4,850,850,1666,1629,405,3916,1534,13609
i605,1,128302.8047,1031530,523.12,4,850,850,1666,1629,405,3916,1534,13609
i606,0,128304.0391,1031529.125,522.93,4,849,850,1590,1629,206,3916,1808,13609
i607,1,128304.5859,1031529.063,522.86,4,849,850,1590,1629,538,3916,1459,13609
i608,0,128305.0625,1031529.75,522.66,4,849,850,1590,1629,429,3916,1460,13609
i609,1,128305.3203,1031527.688,522.79,4,849,850,1693,1629,538,3916,1459,13609
i61,0,128309.9141,1031510,523.3,4,853,858,1643,1585,608,4754,1408,12838
i610,0,128304.7422,1031526.938,522.89,4,849,850,1693,1629,538,3916,1459,13609
i611,1,128304.7891,1031521.625,523.54,4,850,850,1730,1581,453,3916,1498,13609
i612,0,128309.5469,1031528.563,521.48,4,847,848,1480,1425,428,3916,1583,13609
i613,0,128310.0547,1031528.5,521.24,4,847,848,1480,1425,428,3916,1583,13609
i614,0,128309.8047,1031528.188,521.46,4,847,848,1480,1425,428,3916,1583,13609
i615,0,128311.1719,1031531.5,520.7,4,847,848,1480,1425,240,3916,1824,13609
i616,1,128313.1328,1031535.438,520.01,4,847,848,1496,1425,461,4973,1476,10694
i617,0,128303.5078,1031550.75,521.33,4,856,847,1403,1419,476,3416,1243,10318
i618,1,128304.6563,1031551.25,520.91,4,856,847,1403,1419,356,3416,1373,10318
i619,1,128302.3047,1031552.313,521.65,4,851,847,1426,1419,413,3416,1256,10318
i62,0,128310.3203,1031510.375,523.22,4,853,858,1643,1585,608,4754,1408,12838
i620,0,128302.9375,1031553.25,521.45,4,857,854,1588,1687,413,3416,1256,10318
i621,1,128314.5781,1031546.438,518.41,4,846,848,1962,1773,438,4973,1566,10694
i622,1,128311.4766,1031550.188,518.9,4,858,848,1881,1773,363,3416,1132,10318
i623,0,128312.5859,1031550.313,518.42,4,858,848,1881,1773,363,3416,1132,10318
i624,1,128313.125,1031554.188,518.47,4,855,853,1954,1819,381,3416,1083,10318
i625,0,128315.7109,1031554.063,517.83,4,855,853,1954,1819,96,3473,1282,11093
i626,1,128314.6016,1031557.188,517.99,4,855,853,1954,1819,223,3416,1201,10318
i627,0,128319.3828,1031560.188,516.86,4,852,853,1830,1819,223,3473,1531,11093
i628,1,128363.4219,1031427.438,532.69,4,936,925,353,300,420,4095,1300,11388
i629,0,128386.3516,1031482.5,527.43,4,927,901,827,773,100,1800,1987,17461
i63,0,128310.2109,1031511.063,523.21,4,853,858,1643,1585,608,4754,1408,12838
i630,0,128391.2891,1031498.875,525.75,4,916,904,463,538,144,1482,2026,16848
i631,1,128353.3438,1031514.5,519.72,4,937,937,1463,1356,281,4516,1697,12849
i632,0,128356.5078,1031481.625,524.57,4,920,931,1081,1153,428,4163,1263,11608
i633,0,128344.1953,1031471,526.65,4,898,929,1552,1447,621,5953,1244,10955
i634,0,128343.2891,1031473.063,526.12,4,914,929,1313,1447,621,5077,1244,11026
i635,0,128323.5547,1031445.563,532.47,4,918,914,881,1009,396,4459,1354,11456
i636,0,128304.6094,1031454.313,532.34,4,896,910,707,685,260,2513,1634,13806
i637,0,128299.625,1031464.375,531.78,4,934,924,951,997,481,2695,1334,14227
i64,0,128310.0234,1031511.75,523.12,4,853,858,1643,1585,597,4754,1348,12838
i65,0,128310.2969,1031512.625,522.88,4,853,858,1643,1585,597,4754,1348,12838
i66,0,128309.7031,1031513.313,523.03,4,853,858,1888,1585,597,4754,1348,12838
i67,0,128307.6016,1031514.438,523.66,4,851,850,1615,1581,234,4754,1687,12838
i68,1,128308.3359,1031517.125,522.92,4,853,858,1888,1585,357,4754,1563,12838
i69,0,128306.875,1031517.875,523.36,4,851,850,1615,1581,357,3916,1563,13609
i7,0,128341.2578,1031509.813,517.6,4,941,932,618,966,811,7897,967,8696
i70,0,128300.1797,1031508,525.93,4,861,865,1541,1406,389,4754,1517,12838
i71,1,128305.4844,1031503.375,525.43,4,863,865,1762,1406,675,4754,1203,12838
i72,0,128318.6016,1031494.313,525.68,4,884,892,1787,1662,227,3824,1793,13530
i73,1,128324.6641,1031480.375,526.36,4,880,892,1427,1452,696,3888,1344,14477
i74,0,128324.3984,1031483.938,526.04,4,878,892,1445,1452,696,3888,1344,14477
i75,0,128317.2188,1031482.438,527.81,4,884,881,1335,1289,324,3888,1706,14477
i76,1,128314.4531,1031488.563,527.29,4,882,881,1133,1289,171,4524,1821,12226
i77,0,128314.1719,1031488.313,527.34,4,882,881,1133,1289,171,4524,1821,12226
i78,0,128315.3047,1031476.688,528.75,4,886,888,1406,1385,373,3888,1734,14477
i79,0,128296.8594,1031498,527.59,4,865,865,1071,1406,307,7451,1668,10159
i8,0,128342,1031509.313,517.59,4,941,932,618,966,811,7897,967,8696
i80,1,128310.4297,1031477.188,529.41,4,894,888,1305,1385,214,2726,1924,15654
i81,0,128297.6875,1031490.875,528.72,4,866,889,926,1032,695,7451,1074,10159
i82,0,128290.9063,1031510.5,527.88,4,849,849,1267,1079,363,2526,1635,15557
i83,1,128290.2188,1031492.313,529.44,4,857,894,634,507,815,7451,1240,10159
i84,0,128304.5625,1031469.875,531.2,4,905,924,1145,997,417,3864,1423,13407
i85,0,128306.8438,1031467.5,531.42,4,912,924,1073,997,417,3864,1423,13407
i86,0,128307.4766,1031469.563,530.95,4,905,924,1145,997,417,3864,1423,13407
i87,1,128301.9922,1031464.688,531.8,4,934,924,951,997,386,3864,1456,13407
i88,0,128300.5781,1031467.625,531.61,4,934,924,951,997,414,3864,1529,13407
i89,0,128310.2031,1031465.125,531.33,4,903,888,1236,1385,356,3864,1698,13407
i9,0,128345.7734,1031517.313,518.02,4,932,932,931,966,436,4516,1433,12849
i90,1,128310.3672,1031442.563,533.09,4,845,894,350,422,307,2513,1443,13806
i91,0,128312.0156,1031436.75,533.25,3,857,894,278,422,279,4061,1279,10873
i92,1,128317.3828,1031439.813,532.98,4,903,894,190,422,343,3416,1385,10817
i93,0,128319.2969,1031441.625,532.8,4,933,894,506,422,566,3416,1201,10817
i94,0,128325.5156,1031440.063,532.76,4,937,914,909,1009,436,3416,1212,10817
i95,0,128331.75,1031436.75,532.63,4,911,914,1408,1009,430,3601,1243,11230
i96,1,128342.4219,1031435.063,532.24,4,910,947,600,649,521,3601,1330,11230
i97,0,128344.0156,1031434.625,532.21,4,967,947,516,649,402,3601,1032,11230
i98,1,128345.5,1031432.25,532.22,4,937,886,183,397,488,5481,967,11319
i99,0,128347.2813,1031432.688,532.2,4,937,886,183,397,488,5481,967,11319
i1,0,128125.1953,1031369.75,531.5,3,940,914,678,333,116,2590,1493,12705
i10,0,128114.7578,1031370.813,531.53,NA,910,914,268,333,90,1588,1543,14107
i100,1,128163.9766,1031420.313,520.33,3,923,920,1700,1712,397,4316,1129,9905
i1000,1,128216.5,1031406.625,527.18,3,911,921,1142,1152,517,4908,1476,12057
i1001,0,128215.7109,1031406.75,527.16,3,911,921,1142,1152,517,4908,1476,12057
i1002,1,128213.8906,1031408.563,526.81,3,907,921,1065,1152,624,4908,1245,12057
i1003,0,128213.9531,1031408.813,526.77,3,907,921,1065,1152,624,4908,1245,12057
i1004,1,128216.3125,1031408.75,526.8,3,907,921,1065,1152,460,4908,1571,12057
i1005,1,128217.3359,1031408.688,526.76,3,907,921,1065,1152,460,4908,1571,12057
i1006,0,128217.7266,1031409.438,526.69,3,907,921,1065,1152,460,4908,1571,12057
i1007,0,128218.4609,1031403.625,527.85,3,911,917,1264,1156,517,4908,1476,12057
i1008,1,128220.2266,1031402.438,528.45,3,915,912,1280,1139,656,4908,1133,12057
i1009,1,128219.9297,1031403.75,527.98,3,911,917,1264,1156,507,4908,1388,12057
i101,0,128164.3281,1031419.813,520.45,3,923,920,1700,1712,397,4316,1129,9905
i1010,0,128220.4531,1031406.875,527.39,3,911,917,1264,1156,507,4908,1388,12057
i1011,0,128219.3203,1031407.375,527.17,3,911,917,1264,1156,507,4908,1388,12057
i1012,1,128220.9844,1031408.375,527.14,3,914,917,1101,1156,385,4908,1537,12057
i1013,1,128220.5859,1031409.5,526.93,3,914,917,1101,1156,385,4908,1537,12057
i1014,0,128220.1719,1031411.875,526.48,3,914,917,1101,1156,385,4908,1537,12057
i1015,1,128218.7656,1031412.75,526.23,3,914,917,1101,1156,333,5299,1561,10843
i1016,1,128218.8906,1031415.813,525.75,3,916,917,1079,1156,371,5299,1615,10843
i1017,0,128215.9219,1031420.688,524.68,3,911,911,1216,1396,426,5299,1438,10843
i1018,0,128218.4453,1031424.125,524.19,3,917,924,1259,1196,692,5299,950,10843
i1019,0,128224.3438,1031414.875,526.32,3,921,917,1064,1156,418,5299,1496,10843
i102,1,128164.2656,1031445.875,513.55,3,908,910,1886,1809,491,5186,1377,10772
i1020,0,128224.125,1031414.625,526.37,3,921,917,1064,1156,418,5299,1496,10843
i1021,1,128224.0469,1031414.438,526.39,3,921,917,1064,1156,418,5299,1496,10843
i1022,0,128224.4531,1031413.063,526.6,3,921,917,1064,1156,418,5299,1496,10843
i1023,1,128224.6484,1031412.75,526.71,3,918,917,1148,1156,418,5299,1496,10843
i1024,0,128224.6563,1031411.875,526.85,3,918,917,1148,1156,533,4908,1496,12057
i1025,1,128224.3047,1031411.813,526.82,3,918,917,1148,1156,533,4908,1496,12057
i1026,0,128224.7891,1031410.938,527.06,3,918,917,1148,1156,533,4908,1496,12057
i1027,0,128224.4766,1031409.875,527.16,3,918,917,1148,1156,533,4908,1496,12057
i1028,0,128225.9063,1031408,527.65,3,916,917,1277,1156,533,5780,1496,11082
i1029,0,128223.5391,1031411.188,526.83,3,918,917,1148,1156,533,4908,1496,12057
i103,0,128158.0391,1031447.813,512.45,3,913,910,1832,1809,664,5186,1182,10772
i1030,1,128223.0938,1031411.313,526.77,3,918,917,1148,1156,385,4908,1537,12057
i1031,1,128222.8984,1031410.5,526.95,3,914,917,1101,1156,385,4908,1537,12057
i1032,0,128222.7422,1031410.375,526.95,3,914,917,1101,1156,385,4908,1537,12057
i1033,0,128222.3125,1031410.063,526.96,3,914,917,1101,1156,385,4908,1537,12057
i1034,0,128222.2422,1031409.625,527.02,3,914,917,1101,1156,385,4908,1537,12057
i1035,0,128221.4063,1031411.25,526.68,3,914,917,1101,1156,385,4908,1537,12057
i1036,0,128220.4297,1031412.25,526.41,3,914,917,1101,1156,385,4908,1537,12057
i1037,1,128222.6797,1031412.688,526.53,3,914,917,1101,1156,371,5299,1615,10843
i1038,0,128222.5391,1031411.813,526.65,3,914,917,1101,1156,385,4908,1537,12057
i1039,1,128221.2969,1031419.5,525.24,3,916,924,1146,1196,546,5299,1257,10843
i104,0,128153.3672,1031443.375,513.04,3,913,911,1814,1707,441,5186,1419,10772
i1040,0,128232.8672,1031399.125,530.14,3,915,912,1235,1139,703,5780,1163,11082
i1041,0,128236.0859,1031394.125,531.49,3,916,919,968,909,662,4389,1157,11983
i1042,0,128224.5625,1031400.625,529.18,3,913,912,1279,1139,588,4908,1268,12057
i1043,0,128225.1484,1031400.688,529.18,3,913,912,1279,1139,588,5780,1268,11082
i1044,0,128225.5391,1031403,528.69,3,913,912,1279,1139,588,5780,1268,11082
i1045,0,128225.375,1031406.813,527.79,3,916,917,1277,1156,737,5780,1209,11082
i1046,0,128228.7656,1031405.563,528.44,3,917,917,1260,1156,807,5780,1086,11082
i1047,0,128234.4453,1031398.375,530.45,3,917,919,1143,909,683,5780,1081,11082
i1048,1,128233.6875,1031400.625,529.89,3,917,919,1143,909,703,5780,1163,11082
i1049,NA,128233.3594,1031400.875,529.83,3,917,919,1143,909,703,5780,1163,11082
i105,0,128151.9609,1031446.813,512.01,3,910,911,1835,1707,1072,5186,614,10772
i1050,1,128232.8672,1031400.125,529.89,3,915,912,1235,1139,703,5780,1163,11082
i1051,0,128232.8828,1031402.563,529.5,3,915,912,1235,1139,703,5780,1163,11082
i1052,0,128232.5859,1031403.313,529.29,3,917,917,1260,1156,703,5780,1163,11082
i1053,0,128230.9453,1031403.375,529.16,3,917,917,1260,1156,609,5780,1176,11082
i1054,1,128235.1406,1031401.125,529.96,3,917,919,1143,909,703,5780,1163,11082
i1055,0,128238.2656,1031401.875,530.08,3,926,919,1054,909,669,5780,1127,11082
i1056,0,128239.7891,1031399.375,530.71,3,926,919,1054,909,669,5780,1127,11082
i1057,1,128241.3672,1031403.188,530.18,3,928,928,1300,1234,495,4514,1331,11876
i1058,1,128238.5,1031404.375,529.62,3,928,928,1300,1234,597,5780,1260,11082
i1059,0,128242.3828,1031401.75,530.56,3,926,919,1054,909,495,4514,1331,11876
i106,1,128154.4609,1031446.688,512.32,3,913,911,1814,1707,1072,5186,614,10772
i1060,0,128237.9766,1031407.313,529.11,3,919,928,1270,1234,597,5780,1260,11082
i1061,1,128237.8281,1031404.375,529.58,3,919,928,1270,1234,597,5780,1260,11082
i1062,0,128236.9453,1031402.188,529.9,3,917,919,1143,909,669,5780,1127,11082
i1063,1,128236.3828,1031402.875,529.72,3,917,919,1143,909,703,5780,1163,11082
i1064,0,128235.7578,1031402.688,529.69,3,917,919,1143,909,703,5780,1163,11082
i1065,0,128235.6953,1031402.563,529.69,3,917,919,1143,909,703,5780,1163,11082
i1066,0,128236.9766,1031405.5,529.3,3,919,928,1270,1234,597,5780,1260,11082
i1067,0,128236.2031,1031408.125,528.75,3,925,928,1252,1234,584,5780,1310,11082
i1068,1,128231.4609,1031406.375,528.6,3,917,917,1260,1156,807,5780,1086,11082
i1069,0,128230.0156,1031405.063,528.69,3,917,917,1260,1156,807,5780,1086,11082
i107,1,128151.7969,1031450.75,510.9,3,913,914,1809,1629,555,5186,1071,10772
i1070,0,128230.5625,1031406.813,528.35,3,917,917,1260,1156,807,5780,1086,11082
i1071,1,128230.0938,1031407.125,528.31,3,917,917,1260,1156,807,5780,1086,11082
i1072,1,128228.2344,1031406.938,528.2,3,917,917,1260,1156,807,5780,1086,11082
i1073,1,128227.5859,1031408.625,527.76,3,918,917,1148,1156,533,5780,1496,11082
i1074,0,128228.6484,1031409.125,527.77,3,918,917,1175,1156,645,5780,1229,11082
